Subtotal Area	JULIÁN CASTRO	MICHAEL A. ELLINGER	ELIZABETH WARREN	MARIANNE WILLIAMSON	ANDREW YANG	ROQUE "ROCKY" DE LA FUENTE III	JOHN K. DELANEY	AMY KLOBUCHAR	BERNIE SANDERS	JOE SESTAK	TOM STEYER	DEVAL PATRICK	MICHAEL BENNET	MICHAEL R. BLOOMBERG	MOSIE BOYD	CORY BOOKER	PETE BUTTIGIEG	JOSEPH R. BIDEN	TULSI GABBARD	MARK STEWART GREENSTEIN	NAKIA L. ANTHONY	DAPHNE DENISE BRADFORD	WILLIE FELIX CARTER	MICHAEL DENAME	JEFFREY H. DROBMAN	ROBERT JORDAN	HEATHER MARIE STAGG	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9106 - Vote By Mail	0	0	72	0	5	0	0	15	83	0	3	0	0	57	0	0	16	84	1	0	0	0	0	0	0	0	0	748	337	0	0	1	336	0
Precinct 9106 - Election Day	0	0	47	0	1	0	0	1	76	0	0	0	0	18	0	0	1	64	3	0	0	0	0	0	0	0	0	198	212	0	0	0	212	1
Precinct 9106	0	0	119	0	6	0	0	16	159	0	3	0	0	75	0	0	17	148	4	0	0	0	0	0	0	0	0	946	549	0	0	1	548	1
Precinct 9107 - Vote By Mail	0	0	50	0	4	0	0	9	84	0	2	0	1	21	0	0	13	48	1	0	0	0	0	0	0	0	0	636	233	0	0	0	233	0
Precinct 9107 - Election Day	0	0	31	0	0	1	0	0	82	0	0	0	0	10	0	0	0	25	1	0	0	0	0	0	0	0	0	208	152	0	1	1	150	0
Precinct 9107	0	0	81	0	4	1	0	9	166	0	2	0	1	31	0	0	13	73	2	0	0	0	0	0	0	0	0	844	385	0	1	1	383	0
Precinct 9108 - Vote By Mail	1	0	52	0	7	0	0	6	104	0	0	0	0	27	0	0	7	54	0	0	0	0	0	0	0	0	0	610	262	0	1	3	258	0
Precinct 9108 - Election Day	0	0	25	0	0	0	0	0	53	0	0	0	0	14	0	0	0	35	0	0	0	0	0	0	0	0	0	200	129	0	0	2	127	0
Precinct 9108	1	0	77	0	7	0	0	6	157	0	0	0	0	41	0	0	7	89	0	0	0	0	0	0	0	0	0	810	391	0	1	5	385	0
Precinct 9109 - Vote By Mail	0	0	60	0	3	0	0	9	79	0	0	0	0	28	0	0	17	54	0	0	0	0	0	0	0	0	0	672	250	0	0	0	250	0
Precinct 9109 - Election Day	0	0	54	0	0	0	0	0	51	0	0	0	0	15	0	0	0	53	2	0	0	0	0	0	0	0	0	211	175	0	0	0	175	0
Precinct 9109	0	0	114	0	3	0	0	9	130	0	0	0	0	43	0	0	17	107	2	0	0	0	0	0	0	0	0	883	425	0	0	0	425	0
Precinct 9111 - Vote By Mail	0	0	60	0	5	0	0	5	96	0	2	0	0	29	0	0	16	41	1	0	0	0	0	0	0	0	0	639	259	0	0	4	255	0
Precinct 9111 - Election Day	0	0	38	0	3	0	0	0	62	0	1	0	0	12	0	0	0	41	2	0	0	0	0	0	0	0	0	195	159	0	0	0	159	0
Precinct 9111	0	0	98	0	8	0	0	5	158	0	3	0	0	41	0	0	16	82	3	0	0	0	0	0	0	0	0	834	418	0	0	4	414	0
Precinct 9112 - Vote By Mail	0	0	66	0	2	0	0	2	115	0	3	0	1	32	0	0	14	54	1	0	0	0	0	0	0	0	0	742	291	0	0	1	290	0
Precinct 9112 - Election Day	0	0	45	0	0	0	0	0	52	0	0	0	1	26	0	0	1	60	0	0	0	0	0	0	0	0	0	219	185	0	0	0	185	0
Precinct 9112	0	0	111	0	2	0	0	2	167	0	3	0	2	58	0	0	15	114	1	0	0	0	0	0	0	0	0	961	476	0	0	1	475	0
Precinct 9113 - Vote By Mail	0	1	77	0	6	1	0	9	86	0	5	0	0	43	0	0	18	63	0	0	0	0	0	0	0	0	0	796	311	0	0	2	309	0
Precinct 9113 - Election Day	0	0	62	1	0	0	0	1	61	0	1	0	0	26	0	0	1	71	0	0	0	0	0	0	0	0	0	208	225	0	1	0	224	0
Precinct 9113	0	1	139	1	6	1	0	10	147	0	6	0	0	69	0	0	19	134	0	0	0	0	0	0	0	0	0	1,004	536	0	1	2	533	0
Precinct 9114 - Vote By Mail	0	0	56	0	6	0	0	7	86	0	1	0	0	22	0	0	11	42	1	0	0	0	0	0	0	0	0	659	233	0	0	1	232	0
Precinct 9114 - Election Day	0	0	36	0	1	0	0	0	84	0	0	0	0	7	0	0	0	43	0	0	0	0	0	0	0	0	0	231	172	0	0	1	171	0
Precinct 9114	0	0	92	0	7	0	0	7	170	0	1	0	0	29	0	0	11	85	1	0	0	0	0	0	0	0	0	890	405	0	0	2	403	0
Precinct 9115 - Vote By Mail	0	0	51	0	5	0	0	7	109	0	1	0	0	19	1	0	11	48	3	0	0	0	0	0	0	0	0	699	259	0	0	4	255	0
Precinct 9115 - Election Day	0	0	47	0	3	0	0	0	78	0	0	0	0	10	0	1	0	31	0	0	0	0	0	0	0	0	0	182	170	0	0	0	170	0
Precinct 9115	0	0	98	0	8	0	0	7	187	0	1	0	0	29	1	1	11	79	3	0	0	0	0	0	0	0	0	881	429	0	0	4	425	0
Precinct 9116 - Vote By Mail	0	0	68	0	4	0	0	9	96	0	7	0	0	34	0	0	13	51	1	0	0	0	0	0	0	0	0	782	283	0	0	0	283	0
Precinct 9116 - Election Day	0	0	41	0	3	0	0	0	58	0	0	0	0	14	0	0	1	48	2	0	0	0	0	0	0	0	0	179	167	0	0	0	167	0
Precinct 9116	0	0	109	0	7	0	0	9	154	0	7	0	0	48	0	0	14	99	3	0	0	0	0	0	0	0	0	961	450	0	0	0	450	0
Precinct 9117 - Vote By Mail	0	0	52	0	0	0	0	8	70	0	4	0	1	44	0	0	12	69	1	0	0	0	0	0	0	0	0	629	264	0	0	3	261	0
Precinct 9117 - Election Day	0	0	43	0	1	0	0	0	60	0	0	0	0	24	0	0	1	49	4	0	0	0	0	0	0	0	0	171	182	0	0	0	182	0
Precinct 9117	0	0	95	0	1	0	0	8	130	0	4	0	1	68	0	0	13	118	5	0	0	0	0	0	0	0	0	800	446	0	0	3	443	0
Precinct 9118 - Vote By Mail	0	0	57	0	10	0	0	6	88	0	2	0	0	23	0	0	9	60	1	0	0	0	0	0	0	0	0	742	257	0	0	1	256	0
Precinct 9118 - Election Day	0	0	46	0	3	0	0	0	93	0	0	0	0	14	0	0	0	45	2	0	0	0	0	0	0	0	0	242	203	0	0	0	203	0
Precinct 9118	0	0	103	0	13	0	0	6	181	0	2	0	0	37	0	0	9	105	3	0	0	0	0	0	0	0	0	984	460	0	0	1	459	0
Precinct 9119 - Vote By Mail	1	0	59	0	4	0	0	5	111	0	6	0	0	47	0	0	13	46	2	0	0	0	0	0	0	0	0	703	296	0	0	2	294	0
Precinct 9119 - Election Day	0	0	32	0	0	0	0	0	60	0	0	0	0	11	0	0	0	40	1	0	0	0	0	0	0	0	0	197	144	0	0	0	144	0
Precinct 9119	1	0	91	0	4	0	0	5	171	0	6	0	0	58	0	0	13	86	3	0	0	0	0	0	0	0	0	900	440	0	0	2	438	0
Precinct 9121 - Vote By Mail	0	0	34	0	9	0	0	5	99	0	5	0	0	37	0	0	11	53	1	0	0	0	0	0	0	0	0	735	256	0	0	2	254	0
Precinct 9121 - Election Day	0	0	20	0	2	0	0	0	72	0	0	0	0	12	0	0	0	58	2	0	0	0	0	0	0	0	0	218	166	0	0	0	166	0
Precinct 9121	0	0	54	0	11	0	0	5	171	0	5	0	0	49	0	0	11	111	3	0	0	0	0	0	0	0	0	953	422	0	0	2	420	0
Precinct 9122 - Vote By Mail	0	0	44	0	8	0	0	7	94	0	6	0	1	43	0	0	9	52	2	0	0	0	0	0	0	0	0	775	271	0	1	4	266	0
Precinct 9122 - Election Day	0	0	34	0	1	0	0	1	60	0	0	0	0	11	0	0	0	40	0	0	0	0	0	0	0	0	0	192	149	0	0	1	148	1
Precinct 9122	0	0	78	0	9	0	0	8	154	0	6	0	1	54	0	0	9	92	2	0	0	0	0	0	0	0	0	967	420	0	1	5	414	1
Precinct 9123 - Vote By Mail	0	0	51	1	6	0	0	3	89	0	3	0	0	30	0	0	8	48	1	1	0	0	0	0	0	0	0	661	244	0	1	2	241	0
Precinct 9123 - Election Day	0	0	36	0	1	0	0	0	81	0	1	0	0	13	0	0	1	44	0	0	0	0	0	0	0	0	0	191	177	0	0	0	177	0
Precinct 9123	0	0	87	1	7	0	0	3	170	0	4	0	0	43	0	0	9	92	1	1	0	0	0	0	0	0	0	852	421	0	1	2	418	0
Precinct 9124 - Vote By Mail	0	0	67	0	6	0	0	6	85	0	6	0	0	41	0	0	7	42	2	0	0	0	0	0	0	0	0	736	264	0	0	2	262	0
Precinct 9124 - Election Day	0	0	35	0	1	0	0	0	67	0	1	0	0	10	0	0	0	32	1	1	0	0	0	0	0	0	0	167	149	0	0	0	149	1
Precinct 9124	0	0	102	0	7	0	0	6	152	0	7	0	0	51	0	0	7	74	3	1	0	0	0	0	0	0	0	903	413	0	0	2	411	1
Precinct 9125 - Vote By Mail	0	0	55	0	8	0	0	5	107	0	3	0	2	34	0	0	11	56	0	0	0	0	0	0	0	0	0	681	283	0	0	2	281	0
Precinct 9125 - Election Day	0	0	32	0	2	0	0	1	54	0	0	0	0	11	0	0	0	46	1	0	0	0	0	0	0	0	0	188	147	0	0	0	147	0
Precinct 9125	0	0	87	0	10	0	0	6	161	0	3	0	2	45	0	0	11	102	1	0	0	0	0	0	0	0	0	869	430	0	0	2	428	0
Precinct 9126 - Vote By Mail	0	0	66	0	10	0	0	6	87	0	0	0	0	48	0	0	14	54	0	0	0	0	0	0	0	0	0	819	293	0	2	6	285	0
Precinct 9126 - Election Day	0	0	48	0	0	0	0	1	69	0	0	0	0	18	0	0	0	48	0	0	0	0	0	0	0	0	0	194	184	0	0	0	184	0
Precinct 9126	0	0	114	0	10	0	0	7	156	0	0	0	0	66	0	0	14	102	0	0	0	0	0	0	0	0	0	1,013	477	0	2	6	469	0
Precinct 9127 - Vote By Mail	0	1	84	0	8	0	0	3	101	0	4	0	1	53	0	0	11	40	2	0	0	0	0	0	0	0	0	748	308	0	0	0	308	0
Precinct 9127 - Election Day	0	0	46	0	1	0	0	0	59	0	1	0	0	20	0	0	0	71	1	0	0	0	0	0	0	0	0	223	201	0	0	0	201	2
Precinct 9127	0	1	130	0	9	0	0	3	160	0	5	0	1	73	0	0	11	111	3	0	0	0	0	0	0	0	0	971	509	0	0	0	509	2
Precinct 9128 - Vote By Mail	0	0	65	0	3	0	0	6	83	0	0	0	0	44	0	0	13	48	0	0	0	0	0	0	0	0	0	628	263	0	0	1	262	0
Precinct 9128 - Election Day	0	0	50	0	1	0	0	0	44	0	0	0	0	20	0	0	2	57	0	0	0	0	0	0	0	0	0	190	176	0	1	1	174	0
Precinct 9128	0	0	115	0	4	0	0	6	127	0	0	0	0	64	0	0	15	105	0	0	0	0	0	0	0	0	0	818	439	0	1	2	436	0
Precinct 9129 - Vote By Mail	0	0	43	0	7	0	0	3	75	0	1	0	0	26	0	1	12	48	0	0	0	0	0	0	0	0	0	587	217	0	0	1	216	0
Precinct 9129 - Election Day	0	0	36	0	0	0	0	0	53	0	0	0	0	9	0	0	1	47	1	0	0	0	0	0	0	0	0	151	149	0	0	1	148	1
Precinct 9129	0	0	79	0	7	0	0	3	128	0	1	0	0	35	0	1	13	95	1	0	0	0	0	0	0	0	0	738	366	0	0	2	364	1
Precinct 9131 - Vote By Mail	0	0	43	0	8	0	0	8	86	0	4	0	0	31	0	0	15	31	1	0	0	0	0	0	0	0	0	596	228	0	0	1	227	0
Precinct 9131 - Election Day	0	0	35	0	1	0	1	0	56	0	0	0	0	16	0	0	0	39	0	0	0	0	0	0	0	0	0	138	148	0	0	0	148	0
Precinct 9131	0	0	78	0	9	0	1	8	142	0	4	0	0	47	0	0	15	70	1	0	0	0	0	0	0	0	0	734	376	0	0	1	375	0
Precinct 9132 - Vote By Mail	0	1	56	0	4	1	0	8	83	0	0	0	0	13	0	0	16	30	0	0	0	0	0	0	0	0	0	627	215	0	2	1	212	0
Precinct 9132 - Election Day	0	0	49	0	2	0	0	0	65	0	1	0	0	14	0	0	1	31	1	0	0	0	0	0	0	0	0	194	165	0	1	0	164	0
Precinct 9132	0	1	105	0	6	1	0	8	148	0	1	0	0	27	0	0	17	61	1	0	0	0	0	0	0	0	0	821	380	0	3	1	376	0
Precinct 9133 - Vote By Mail	0	1	71	0	9	0	0	6	92	0	5	0	1	53	0	0	16	58	0	0	0	0	0	0	0	0	0	808	314	0	0	2	312	0
Precinct 9133 - Election Day	0	0	50	0	1	0	0	0	71	0	0	0	0	17	0	0	0	56	2	0	0	0	0	0	0	0	0	209	197	0	0	0	197	0
Precinct 9133	0	1	121	0	10	0	0	6	163	0	5	0	1	70	0	0	16	114	2	0	0	0	0	0	0	0	0	1,017	511	0	0	2	509	0
Precinct 9134 - Vote By Mail	0	0	45	0	9	0	0	3	99	0	2	0	0	33	0	0	11	51	2	1	0	0	0	0	0	0	0	736	256	0	0	0	256	0
Precinct 9134 - Election Day	0	0	16	0	2	0	0	0	47	0	0	0	0	9	0	0	0	18	0	1	0	0	0	0	0	0	0	155	93	0	0	0	93	0
Precinct 9134	0	0	61	0	11	0	0	3	146	0	2	0	0	42	0	0	11	69	2	2	0	0	0	0	0	0	0	891	349	0	0	0	349	0
Precinct 9135 - Vote By Mail	0	0	46	0	3	0	0	10	72	0	3	0	0	35	0	0	10	35	0	0	0	0	0	0	0	0	0	640	217	0	0	3	214	0
Precinct 9135 - Election Day	0	0	28	0	3	0	0	0	50	0	0	0	0	11	0	0	0	40	2	0	0	0	0	0	0	0	0	182	135	0	0	0	135	1
Precinct 9135	0	0	74	0	6	0	0	10	122	0	3	0	0	46	0	0	10	75	2	0	0	0	0	0	0	0	0	822	352	0	0	3	349	1
Precinct 9136 - Vote By Mail	0	0	58	0	2	0	0	14	129	0	5	0	0	23	0	0	12	55	3	0	0	0	0	0	0	0	0	706	306	0	0	5	301	0
Precinct 9136 - Election Day	0	0	31	0	1	0	0	0	76	0	1	0	0	11	0	0	0	32	0	0	0	0	0	0	0	0	0	212	152	0	0	0	152	0
Precinct 9136	0	0	89	0	3	0	0	14	205	0	6	0	0	34	0	0	12	87	3	0	0	0	0	0	0	0	0	918	458	0	0	5	453	0
Precinct 9137 - Vote By Mail	0	0	48	0	7	1	0	6	131	1	5	0	0	40	0	0	7	56	2	1	0	0	0	0	0	0	0	806	307	0	0	2	305	0
Precinct 9137 - Election Day	0	0	33	0	3	0	0	0	76	0	0	0	0	10	0	0	0	33	1	0	0	0	0	0	0	0	0	209	157	0	0	1	156	0
Precinct 9137	0	0	81	0	10	1	0	6	207	1	5	0	0	50	0	0	7	89	3	1	0	0	0	0	0	0	0	1,015	464	0	0	3	461	0
Precinct 9138 - Vote By Mail	0	0	78	0	12	0	0	6	94	0	5	0	0	35	0	1	15	59	2	0	0	0	0	0	0	0	0	770	310	0	0	3	307	0
Precinct 9138 - Election Day	0	0	27	0	1	0	0	1	61	0	0	0	0	12	0	0	0	29	1	0	0	0	0	0	0	0	0	175	133	0	0	1	132	0
Precinct 9138	0	0	105	0	13	0	0	7	155	0	5	0	0	47	0	1	15	88	3	0	0	0	0	0	0	0	0	945	443	0	0	4	439	0
Precinct 9139 - Vote By Mail	0	0	60	0	11	0	0	8	119	0	2	0	0	36	0	0	12	59	3	0	0	0	0	0	0	0	0	828	314	0	0	4	310	0
Precinct 9139 - Election Day	0	0	37	0	2	0	0	0	54	0	0	0	0	14	0	0	0	47	3	0	0	0	0	0	0	0	0	190	157	0	0	0	157	0
Precinct 9139	0	0	97	0	13	0	0	8	173	0	2	0	0	50	0	0	12	106	6	0	0	0	0	0	0	0	0	1,018	471	0	0	4	467	0
Precinct 9141 - Vote By Mail	0	1	63	1	7	1	0	6	119	0	4	0	1	34	0	0	18	70	1	0	0	0	0	0	0	0	0	789	327	0	1	0	326	0
Precinct 9141 - Election Day	0	0	36	0	0	0	0	0	59	0	0	0	0	13	0	0	0	39	2	0	0	0	0	0	0	0	0	184	150	0	0	1	149	0
Precinct 9141	0	1	99	1	7	1	0	6	178	0	4	0	1	47	0	0	18	109	3	0	0	0	0	0	0	0	0	973	477	0	1	1	475	0
Precinct 9142 - Vote By Mail	0	0	66	0	7	0	1	4	113	0	2	0	1	29	0	0	12	54	2	1	0	0	0	0	0	0	0	747	294	0	0	2	292	0
Precinct 9142 - Election Day	0	0	40	0	2	0	0	0	89	0	0	0	0	10	0	0	0	52	3	0	0	0	0	0	0	0	0	239	196	0	0	0	196	0
Precinct 9142	0	0	106	0	9	0	1	4	202	0	2	0	1	39	0	0	12	106	5	1	0	0	0	0	0	0	0	986	490	0	0	2	488	0
Precinct 9143 - Vote By Mail	0	0	53	1	7	0	0	5	96	0	2	0	0	45	0	0	9	50	1	0	0	0	0	0	0	0	0	705	272	0	0	3	269	0
Precinct 9143 - Election Day	0	0	33	1	1	0	0	1	51	1	1	0	0	11	0	0	0	54	1	0	0	0	0	0	0	0	0	209	155	0	0	0	155	0
Precinct 9143	0	0	86	2	8	0	0	6	147	1	3	0	0	56	0	0	9	104	2	0	0	0	0	0	0	0	0	914	427	0	0	3	424	0
Precinct 9144 - Vote By Mail	0	0	69	0	5	0	0	8	96	0	4	0	1	38	0	0	16	55	1	0	0	0	0	0	0	0	0	767	295	0	0	2	293	0
Precinct 9144 - Election Day	0	0	51	0	0	0	0	1	86	0	1	0	0	15	0	0	0	47	0	0	0	0	0	0	0	0	0	203	201	0	0	0	201	0
Precinct 9144	0	0	120	0	5	0	0	9	182	0	5	0	1	53	0	0	16	102	1	0	0	0	0	0	0	0	0	970	496	0	0	2	494	0
Precinct 9145 - Vote By Mail	0	0	84	0	1	0	0	11	68	0	1	0	0	28	0	0	13	66	1	0	0	0	0	0	0	0	0	681	274	0	0	1	273	0
Precinct 9145 - Election Day	0	0	38	0	1	0	0	0	60	0	1	0	0	12	0	0	0	47	1	0	0	0	0	0	0	0	0	194	160	0	0	0	160	0
Precinct 9145	0	0	122	0	2	0	0	11	128	0	2	0	0	40	0	0	13	113	2	0	0	0	0	0	0	0	0	875	434	0	0	1	433	0
Precinct 9146 - Vote By Mail	0	0	94	1	4	0	0	5	99	0	7	0	0	16	0	0	13	55	0	0	0	0	0	0	0	0	0	725	296	0	0	2	294	0
Precinct 9146 - Election Day	0	0	46	0	1	0	0	0	73	0	1	0	0	14	0	0	0	45	0	0	0	0	0	0	0	0	0	160	182	0	0	2	180	0
Precinct 9146	0	0	140	1	5	0	0	5	172	0	8	0	0	30	0	0	13	100	0	0	0	0	0	0	0	0	0	885	478	0	0	4	474	0
Precinct 9147 - Vote By Mail	0	0	75	0	5	1	0	9	118	0	7	0	0	39	0	0	12	43	0	0	0	0	0	0	0	0	0	765	311	0	0	2	309	0
Precinct 9147 - Election Day	0	0	37	0	1	0	0	0	83	0	1	0	0	16	0	1	0	52	0	0	0	0	0	0	0	0	0	225	191	0	0	0	191	0
Precinct 9147	0	0	112	0	6	1	0	9	201	0	8	0	0	55	0	1	12	95	0	0	0	0	0	0	0	0	0	990	502	0	0	2	500	0
Precinct 9148 - Vote By Mail	0	0	87	1	1	0	0	7	118	0	0	0	0	50	0	0	10	56	2	0	0	0	0	0	0	0	0	779	333	0	0	1	332	0
Precinct 9148 - Election Day	0	0	63	0	1	0	0	0	66	0	1	0	0	15	0	0	0	69	1	1	0	0	0	0	0	0	0	235	217	0	0	0	217	0
Precinct 9148	0	0	150	1	2	0	0	7	184	0	1	0	0	65	0	0	10	125	3	1	0	0	0	0	0	0	0	1,014	550	0	0	1	549	0
Precinct 9149 - Vote By Mail	0	0	67	1	2	0	0	10	115	0	2	0	0	38	0	1	17	69	0	0	0	0	0	0	0	0	0	813	322	0	0	0	322	0
Precinct 9149 - Election Day	0	0	60	0	1	0	0	0	113	0	0	0	0	14	0	0	0	51	1	0	0	0	0	0	0	0	0	178	242	0	0	2	240	0
Precinct 9149	0	0	127	1	3	0	0	10	228	0	2	0	0	52	0	1	17	120	1	0	0	0	0	0	0	0	0	991	564	0	0	2	562	0
Precinct 9151 - Vote By Mail	0	0	68	0	1	1	0	12	83	0	8	0	2	42	0	0	12	58	0	0	0	0	0	0	0	0	0	693	290	0	1	2	287	0
Precinct 9151 - Election Day	0	0	24	0	0	0	0	0	28	0	0	0	0	11	0	0	1	39	0	0	0	0	0	0	0	0	0	168	103	0	0	0	103	0
Precinct 9151	0	0	92	0	1	1	0	12	111	0	8	0	2	53	0	0	13	97	0	0	0	0	0	0	0	0	0	861	393	0	1	2	390	0
Precinct 9152 - Vote By Mail	0	0	51	0	3	0	0	1	65	0	3	0	0	15	0	0	6	22	0	0	0	0	0	0	0	0	0	550	166	0	0	0	166	0
Precinct 9152 - Election Day	0	0	19	0	0	0	0	0	82	0	0	0	0	7	0	1	0	30	0	0	0	0	0	0	0	0	0	187	140	0	0	0	140	1
Precinct 9152	0	0	70	0	3	0	0	1	147	0	3	0	0	22	0	1	6	52	0	0	0	0	0	0	0	0	0	737	306	0	0	0	306	1
Precinct 9201 - Vote By Mail	0	0	82	0	2	0	0	9	107	0	3	0	0	29	0	0	19	61	1	0	0	0	0	0	0	0	0	785	313	0	0	0	313	0
Precinct 9201 - Election Day	0	0	69	1	0	0	0	0	78	0	0	0	0	13	0	0	1	57	1	0	0	0	0	0	0	0	0	186	220	0	0	0	220	0
Precinct 9201	0	0	151	1	2	0	0	9	185	0	3	0	0	42	0	0	20	118	2	0	0	0	0	0	0	0	0	971	533	0	0	0	533	0
Precinct 9202 - Vote By Mail	0	0	67	0	5	0	0	9	99	0	3	0	0	51	0	0	14	63	0	0	0	0	0	0	0	0	0	819	311	0	0	0	311	0
Precinct 9202 - Election Day	0	0	53	0	0	0	0	0	59	0	1	0	0	16	0	0	1	84	2	0	0	0	0	0	0	0	0	177	216	0	0	0	216	0
Precinct 9202	0	0	120	0	5	0	0	9	158	0	4	0	0	67	0	0	15	147	2	0	0	0	0	0	0	0	0	996	527	0	0	0	527	0
Precinct 9203 - Vote By Mail	0	0	42	0	0	0	0	15	34	0	0	0	0	72	0	0	28	67	0	0	0	0	0	0	0	0	0	847	259	0	0	1	258	0
Precinct 9203 - Election Day	0	0	28	1	0	0	1	0	26	0	0	0	0	35	0	0	0	75	0	0	0	0	0	0	0	0	0	155	166	0	0	0	166	0
Precinct 9203	0	0	70	1	0	0	1	15	60	0	0	0	0	107	0	0	28	142	0	0	0	0	0	0	0	0	0	1,002	425	0	0	1	424	0
Precinct 9204 - Vote By Mail	0	0	36	0	2	0	0	7	28	0	1	0	0	50	1	0	16	66	4	0	0	0	0	0	0	0	0	686	212	0	0	1	211	0
Precinct 9204 - Election Day	0	0	28	0	0	0	0	1	34	0	0	0	0	38	0	0	0	73	0	0	0	0	0	0	0	0	0	176	174	0	0	0	174	0
Precinct 9204	0	0	64	0	2	0	0	8	62	0	1	0	0	88	1	0	16	139	4	0	0	0	0	0	0	0	0	862	386	0	0	1	385	0
Precinct 9205 - Vote By Mail	0	0	49	0	1	0	0	10	37	0	6	0	0	60	0	0	15	60	0	0	0	0	0	0	0	0	0	621	241	0	1	2	238	0
Precinct 9205 - Election Day	0	0	25	0	0	0	0	0	25	0	0	0	0	25	0	0	0	62	0	0	0	0	0	0	0	0	0	115	137	0	0	0	137	0
Precinct 9205	0	0	74	0	1	0	0	10	62	0	6	0	0	85	0	0	15	122	0	0	0	0	0	0	0	0	0	736	378	0	1	2	375	0
Precinct 9206 - Vote By Mail	0	0	39	1	2	0	1	9	33	0	2	0	0	54	0	0	15	75	1	0	0	0	0	0	0	0	0	741	235	0	0	3	232	0
Precinct 9206 - Election Day	0	0	15	0	0	0	0	1	24	0	1	0	0	31	0	0	0	86	1	0	0	0	0	0	0	0	0	188	159	0	0	0	159	0
Precinct 9206	0	0	54	1	2	0	1	10	57	0	3	0	0	85	0	0	15	161	2	0	0	0	0	0	0	0	0	929	394	0	0	3	391	0
Precinct 9207 - Vote By Mail	0	0	69	0	2	0	0	4	36	0	1	0	0	51	0	0	25	86	3	0	0	0	0	0	0	0	0	824	277	0	0	0	277	0
Precinct 9207 - Election Day	0	0	29	0	1	0	0	0	26	0	0	0	0	30	0	0	0	90	2	0	0	0	0	0	0	0	0	165	178	0	0	0	178	0
Precinct 9207	0	0	98	0	3	0	0	4	62	0	1	0	0	81	0	0	25	176	5	0	0	0	0	0	0	0	0	989	455	0	0	0	455	0
Precinct 9208 - Vote By Mail	0	0	53	0	1	0	0	6	42	0	4	0	0	59	0	0	28	86	1	0	0	0	0	0	0	0	0	808	282	0	0	2	280	0
Precinct 9208 - Election Day	0	0	27	0	0	0	0	1	32	0	0	0	0	26	0	0	1	76	0	0	0	0	0	0	0	0	0	179	164	0	0	1	163	0
Precinct 9208	0	0	80	0	1	0	0	7	74	0	4	0	0	85	0	0	29	162	1	0	0	0	0	0	0	0	0	987	446	0	0	3	443	0
Precinct 9209 - Vote By Mail	0	0	32	1	1	0	0	7	26	0	0	0	0	48	0	0	19	66	1	0	0	0	0	0	0	0	0	615	204	0	0	3	201	0
Precinct 9209 - Election Day	0	0	20	0	3	0	0	0	26	0	0	0	0	27	0	0	0	78	0	0	0	0	0	0	0	0	0	156	154	0	0	0	154	0
Precinct 9209	0	0	52	1	4	0	0	7	52	0	0	0	0	75	0	0	19	144	1	0	0	0	0	0	0	0	0	771	358	0	0	3	355	0
Precinct 9211 - Vote By Mail	0	0	53	0	1	0	0	8	41	0	3	0	0	47	0	0	13	82	3	0	0	0	0	0	0	0	0	730	251	0	0	0	251	0
Precinct 9211 - Election Day	0	0	30	0	0	0	0	1	31	0	0	0	0	21	0	0	0	59	1	0	0	0	0	0	0	0	0	161	143	0	0	0	143	0
Precinct 9211	0	0	83	0	1	0	0	9	72	0	3	0	0	68	0	0	13	141	4	0	0	0	0	0	0	0	0	891	394	0	0	0	394	0
Precinct 9212 - Vote By Mail	0	0	44	0	0	0	0	9	55	0	2	1	0	34	0	0	18	60	2	0	0	0	0	0	0	0	0	671	225	0	0	0	225	0
Precinct 9212 - Election Day	0	0	23	0	2	0	0	1	44	0	0	0	0	30	0	0	1	57	1	0	0	0	0	0	0	0	0	137	159	0	0	0	159	0
Precinct 9212	0	0	67	0	2	0	0	10	99	0	2	1	0	64	0	0	19	117	3	0	0	0	0	0	0	0	0	808	384	0	0	0	384	0
Precinct 9213 - Vote By Mail	0	0	57	0	0	0	0	12	59	0	1	0	0	63	0	0	26	60	2	0	0	0	0	0	0	0	0	776	280	0	0	0	280	0
Precinct 9213 - Election Day	0	0	31	0	1	1	0	0	44	0	0	0	0	21	0	0	1	88	0	0	0	0	0	0	0	0	0	161	187	0	0	0	187	0
Precinct 9213	0	0	88	0	1	1	0	12	103	0	1	0	0	84	0	0	27	148	2	0	0	0	0	0	0	0	0	937	467	0	0	0	467	0
Precinct 9214 - Vote By Mail	0	0	29	0	0	0	0	2	19	0	2	0	0	48	0	0	7	56	1	0	0	0	0	0	0	0	0	517	164	0	0	0	164	0
Precinct 9214 - Election Day	0	0	16	0	1	0	0	0	15	0	0	0	0	20	0	0	0	65	0	0	0	0	0	0	0	0	0	110	117	0	0	0	117	0
Precinct 9214	0	0	45	0	1	0	0	2	34	0	2	0	0	68	0	0	7	121	1	0	0	0	0	0	0	0	0	627	281	0	0	0	281	0
Precinct 9215 - Vote By Mail	0	0	28	0	0	0	0	10	40	0	0	0	1	59	0	1	11	43	0	0	0	0	0	0	0	0	0	524	193	0	0	0	193	0
Precinct 9215 - Election Day	0	0	13	0	0	0	0	0	14	0	0	0	0	37	0	0	0	52	1	0	0	0	0	0	0	0	0	120	119	0	0	1	118	1
